task_id,edge_node_id,edge_server_id,edge_node_memory,edge_server_memory,edge_cpu_mips,edge_server_cpu_mips,mobility_status,en_uplink_bandwidth,en_downlink_bandwidth,es_uplink_bandwidth,es_downlink_bandwidth,edge_node_Latitude_position,edge_node_Longitude_position,edge_server_position,distance_en_to_es,distance_es_to_cs,deadlines,task_size,subtasks
305,0,1,75.27361054352872,392.8741932693814,25.88593706115562,7.3866370468299305,static,35.152598249787374,34.9056475049288,98.55920790828459,62.87634092688917,18,172,"[750.0522, -355.2437]",875.6802834316244,1044.1024461186219,330.03998261240946,2.6943572043135173,"[{'subtask_id': 0, 'subtask_size': 2.6943572043135173, 'network_delay_to_edge_server': 0.032825800750038124, 'network_delay_to_cloud_server': 0.015366697667985844, 'task_completion_time_edge': 0.8345630399094498, 'task_completion_time_cloud': 1.3540078453720512, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}]"
306,51,2,81.56235115723686,950.336636245806,23.127678089819614,8.878686132602464,static,29.08468929258861,59.374502635331105,43.49120193771032,82.47973824832923,53,180,"[-329.2817, -700.006]",909.0576912335597,1044.1024461186219,358.59307550102113,1.6811672018864363,"[{'subtask_id': 0, 'subtask_size': 0.8405836009432182, 'network_delay_to_edge_server': 0.03892763959425684, 'network_delay_to_cloud_server': 0.02821366844256068, 'task_completion_time_edge': 1.0195734981700069, 'task_completion_time_cloud': 1.5147811776164681, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 1, 'subtask_size': 0.8405836009432182, 'network_delay_to_edge_server': 0.03892763959425684, 'network_delay_to_cloud_server': 0.02821366844256068, 'task_completion_time_edge': 0.25651848031083985, 'task_completion_time_cloud': 0.7307882915977852, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}]"
307,32,4,22.052574687031505,204.2779391269118,15.084882559516457,3.843826782255495,mobile,37.373392955479254,30.55785923867345,78.06606745645723,52.69966376964646,-29,147,"[230.7749, 384.4191]",822.8567978639358,1044.1024461186219,137.824351051612,1.7184487570080857,"[{'subtask_id': 0, 'subtask_size': 0.8592243785040429, 'network_delay_to_edge_server': 0.030871287325656888, 'network_delay_to_cloud_server': 0.018030175027528128, 'task_completion_time_edge': 0.7071981758989246, 'task_completion_time_cloud': 1.2787411916557034, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 1, 'subtask_size': 0.8592243785040429, 'network_delay_to_edge_server': 0.030871287325656888, 'network_delay_to_cloud_server': 0.018030175027528128, 'task_completion_time_edge': 0.6775002515075746, 'task_completion_time_cloud': 0.5781295578897351, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}]"
308,62,0,73.194898875793,162.7034748314175,3.9624686383013117,8.809574997737865,mobile,90.52485559198047,73.07783496475489,46.16478505551902,33.37947637985806,-86,-127,"[750.0522, -355.2437]",646.4682932603037,1044.1024461186219,72.44736224882644,0.5866777134303597,"[{'subtask_id': 0, 'subtask_size': 0.5866777134303597, 'network_delay_to_edge_server': 0.014279031278293764, 'network_delay_to_cloud_server': 0.026882044907445668, 'task_completion_time_edge': 0.5155789477848215, 'task_completion_time_cloud': 0.8267113637155461, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}]"
309,67,2,11.763260068505598,189.06326110362454,4.019966938400041,12.506989277696757,static,73.78712049060198,84.91520077514211,89.70304172248987,43.41791344499107,-21,-143,"[230.7749, 384.4191]",704.0951780767214,1044.1024461186219,168.60043249471906,1.2140295830071213,"[{'subtask_id': 0, 'subtask_size': 1.2140295830071213, 'network_delay_to_edge_server': 0.01707297656192515, 'network_delay_to_cloud_server': 0.01636840622390555, 'task_completion_time_edge': 0.8112255604949158, 'task_completion_time_cloud': 0.9442853861623619, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}]"
310,7,3,57.49193815770676,543.3006171662975,5.704910198968881,1.8963615949995452,mobile,83.04448471786905,81.99988060871641,33.60956700346037,37.92168632583052,-55,162,"[230.7749, 384.4191]",810.7961820278201,1044.1024461186219,398.90305923989956,4.326909550142766,"[{'subtask_id': 0, 'subtask_size': 2.163454775071383, 'network_delay_to_edge_server': 0.016095719785361787, 'network_delay_to_cloud_server': 0.03497394523069817, 'task_completion_time_edge': 0.5592942055475898, 'task_completion_time_cloud': 1.7982099213268021, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}, {'subtask_id': 1, 'subtask_size': 2.163454775071383, 'network_delay_to_edge_server': 0.016095719785361787, 'network_delay_to_cloud_server': 0.03497394523069817, 'task_completion_time_edge': 0.49428585400332475, 'task_completion_time_cloud': 1.7996006127775217, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}]"
311,54,4,42.47327370747251,590.1718199605139,1.5906400665552536,9.457918856992732,mobile,68.9498651638527,66.40401479344953,79.97418519493885,23.57476884440068,27,-75,"[-329.2817, -700.006]",770.1927726166288,1044.1024461186219,430.85231170670767,4.11363533020367,"[{'subtask_id': 0, 'subtask_size': 2.056817665101835, 'network_delay_to_edge_server': 0.01835425545942777, 'network_delay_to_cloud_server': 0.01772454709587467, 'task_completion_time_edge': 0.898844237554576, 'task_completion_time_cloud': 1.050192751253758, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 1, 'subtask_size': 2.056817665101835, 'network_delay_to_edge_server': 0.01835425545942777, 'network_delay_to_cloud_server': 0.01772454709587467, 'task_completion_time_edge': 0.3916083223367646, 'task_completion_time_cloud': 0.7473780214157635, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}]"
312,54,2,42.47327370747251,778.3747487625809,1.5906400665552536,8.11285920689789,mobile,68.9498651638527,66.40401479344953,17.602016430958656,54.691826060830984,27,-75,"[950.7783, 927.4179]",770.1927726166288,1044.1024461186219,351.80239889575864,2.6185362500494516,"[{'subtask_id': 0, 'subtask_size': 0.6546340625123629, 'network_delay_to_edge_server': 0.01835425545942777, 'network_delay_to_cloud_server': 0.06203218513877123, 'task_completion_time_edge': 0.8951146691873211, 'task_completion_time_cloud': 1.0449563588921318, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}, {'subtask_id': 1, 'subtask_size': 0.6546340625123629, 'network_delay_to_edge_server': 0.01835425545942777, 'network_delay_to_cloud_server': 0.06203218513877123, 'task_completion_time_edge': 0.6493931054523929, 'task_completion_time_cloud': 1.0604630649269797, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}, {'subtask_id': 2, 'subtask_size': 0.6546340625123629, 'network_delay_to_edge_server': 0.01835425545942777, 'network_delay_to_cloud_server': 0.06203218513877123, 'task_completion_time_edge': 0.5426538431649274, 'task_completion_time_cloud': 1.8321446055298347, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}, {'subtask_id': 3, 'subtask_size': 0.6546340625123629, 'network_delay_to_edge_server': 0.01835425545942777, 'network_delay_to_cloud_server': 0.06203218513877123, 'task_completion_time_edge': 0.41205417810291795, 'task_completion_time_cloud': 1.0099972218966595, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}]"
313,5,2,18.198480450340774,950.336636245806,17.29538069663771,8.878686132602464,mobile,58.55427213749355,79.39262249681657,43.49120193771032,82.47973824832923,-9,0,"[-329.2817, -700.006]",765.4513243772526,1044.1024461186219,209.2963920001417,1.004025478233342,"[{'subtask_id': 0, 'subtask_size': 0.502012739116671, 'network_delay_to_edge_server': 0.02090542980200643, 'network_delay_to_cloud_server': 0.02821366844256068, 'task_completion_time_edge': 0.40872811372532497, 'task_completion_time_cloud': 0.9500760149148526, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}, {'subtask_id': 1, 'subtask_size': 0.502012739116671, 'network_delay_to_edge_server': 0.02090542980200643, 'network_delay_to_cloud_server': 0.02821366844256068, 'task_completion_time_edge': 0.33067263158027144, 'task_completion_time_cloud': 1.5285549198028592, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}]"
314,97,2,74.56652110403536,189.06326110362454,2.089861861373057,12.506989277696757,static,24.140357588443603,54.329645681567,89.70304172248987,43.41791344499107,71,172,"[230.7749, 384.4191]",919.637751938713,1044.1024461186219,387.21452721383054,1.9633768190769836,"[{'subtask_id': 0, 'subtask_size': 0.4908442047692459, 'network_delay_to_edge_server': 0.046022595847959605, 'network_delay_to_cloud_server': 0.01636840622390555, 'task_completion_time_edge': 0.5332379533561714, 'task_completion_time_cloud': 1.2980760233027064, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 1, 'subtask_size': 0.4908442047692459, 'network_delay_to_edge_server': 0.046022595847959605, 'network_delay_to_cloud_server': 0.01636840622390555, 'task_completion_time_edge': 0.32292300213639424, 'task_completion_time_cloud': 0.5888900591928754, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 2, 'subtask_size': 0.4908442047692459, 'network_delay_to_edge_server': 0.046022595847959605, 'network_delay_to_cloud_server': 0.01636840622390555, 'task_completion_time_edge': 0.3771599031793208, 'task_completion_time_cloud': 0.7418541344724443, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}, {'subtask_id': 3, 'subtask_size': 0.4908442047692459, 'network_delay_to_edge_server': 0.046022595847959605, 'network_delay_to_cloud_server': 0.01636840622390555, 'task_completion_time_edge': 0.6884457424196911, 'task_completion_time_cloud': 0.7960299307434424, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}]"
315,85,4,88.36822645637848,207.47396657570152,17.671022921878162,62.41032068671061,mobile,16.447475557637688,80.16555228407539,57.094226375583276,23.3586744597519,25,-124,"[950.7783, 927.4179]",753.507980310023,1044.1024461186219,478.915690610732,2.990204354540911,"[{'subtask_id': 0, 'subtask_size': 0.7475510886352278, 'network_delay_to_edge_server': 0.06456714385874412, 'network_delay_to_cloud_server': 0.022735418088528622, 'task_completion_time_edge': 0.8365225427551513, 'task_completion_time_cloud': 0.8538488797179427, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}, {'subtask_id': 1, 'subtask_size': 0.7475510886352278, 'network_delay_to_edge_server': 0.06456714385874412, 'network_delay_to_cloud_server': 0.022735418088528622, 'task_completion_time_edge': 0.4814032153678735, 'task_completion_time_cloud': 1.5816486241151204, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 2, 'subtask_size': 0.7475510886352278, 'network_delay_to_edge_server': 0.06456714385874412, 'network_delay_to_cloud_server': 0.022735418088528622, 'task_completion_time_edge': 0.9377598014745134, 'task_completion_time_cloud': 1.8450009254940438, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 3, 'subtask_size': 0.7475510886352278, 'network_delay_to_edge_server': 0.06456714385874412, 'network_delay_to_cloud_server': 0.022735418088528622, 'task_completion_time_edge': 0.24557661889692844, 'task_completion_time_cloud': 1.1141920710448663, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}]"
316,20,3,46.49031842197958,883.6809337468321,7.385434877942364,2.0817387549256874,mobile,70.18620334193547,81.65276156238842,46.82484745751728,18.92222088368436,-52,96,"[950.7783, 927.4179]",775.0976070088785,1044.1024461186219,495.09795787588644,3.718233992111505,"[{'subtask_id': 0, 'subtask_size': 1.239411330703835, 'network_delay_to_edge_server': 0.01812330245418553, 'network_delay_to_cloud_server': 0.026576694990339815, 'task_completion_time_edge': 0.9177788130174063, 'task_completion_time_cloud': 2.018127493079028, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 1, 'subtask_size': 1.239411330703835, 'network_delay_to_edge_server': 0.01812330245418553, 'network_delay_to_cloud_server': 0.026576694990339815, 'task_completion_time_edge': 0.43257826336171096, 'task_completion_time_cloud': 1.9343619297000898, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}, {'subtask_id': 2, 'subtask_size': 1.239411330703835, 'network_delay_to_edge_server': 0.01812330245418553, 'network_delay_to_cloud_server': 0.026576694990339815, 'task_completion_time_edge': 0.3042306078237277, 'task_completion_time_cloud': 1.8810800500424656, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}]"
317,98,2,59.871634505589604,310.95510501098863,5.0274794270684415,4.341103977367683,static,67.47538687628023,54.060646632570986,90.35104532992489,70.53199825545558,82,73,"[750.0522, -355.2437]",879.4111383140937,1044.1024461186219,49.11686580412013,4.153828097795558,"[{'subtask_id': 0, 'subtask_size': 1.3846093659318528, 'network_delay_to_edge_server': 0.01921727453423608, 'network_delay_to_cloud_server': 0.016288452798944156, 'task_completion_time_edge': 0.3123912878660252, 'task_completion_time_cloud': 0.6034583683195847, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}, {'subtask_id': 1, 'subtask_size': 1.3846093659318528, 'network_delay_to_edge_server': 0.01921727453423608, 'network_delay_to_cloud_server': 0.016288452798944156, 'task_completion_time_edge': 0.42259210350748777, 'task_completion_time_cloud': 0.7794781400556174, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}, {'subtask_id': 2, 'subtask_size': 1.3846093659318528, 'network_delay_to_edge_server': 0.01921727453423608, 'network_delay_to_cloud_server': 0.016288452798944156, 'task_completion_time_edge': 0.5237561311055432, 'task_completion_time_cloud': 1.6932480952831794, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}]"
318,3,2,26.93289308869674,310.95510501098863,8.892134344480429,4.341103977367683,static,91.39165988480306,60.838200817089074,90.35104532992489,70.53199825545558,8,170,"[750.0522, -355.2437]",866.3456077056604,1044.1024461186219,473.74589028764797,4.9281240993412885,"[{'subtask_id': 0, 'subtask_size': 4.9281240993412885, 'network_delay_to_edge_server': 0.015273645509558759, 'network_delay_to_cloud_server': 0.016288452798944156, 'task_completion_time_edge': 1.0013775103014124, 'task_completion_time_cloud': 1.8952505042953531, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}]"
319,68,1,31.28334621714757,204.45409426239155,2.754966174981763,5.389302254838449,static,77.731254411092,85.56524015119315,76.1647945964421,49.45252157528236,9,-9,"[230.7749, 384.4191]",777.9909224347608,1044.1024461186219,47.76819257057767,0.6292388068120445,"[{'subtask_id': 0, 'subtask_size': 0.15730970170301112, 'network_delay_to_edge_server': 0.01675479266960908, 'network_delay_to_cloud_server': 0.018349937778163787, 'task_completion_time_edge': 0.4140623390012709, 'task_completion_time_cloud': 1.8831445226526984, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}, {'subtask_id': 1, 'subtask_size': 0.15730970170301112, 'network_delay_to_edge_server': 0.01675479266960908, 'network_delay_to_cloud_server': 0.018349937778163787, 'task_completion_time_edge': 0.8855524112301087, 'task_completion_time_cloud': 1.0634382028971618, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 2, 'subtask_size': 0.15730970170301112, 'network_delay_to_edge_server': 0.01675479266960908, 'network_delay_to_cloud_server': 0.018349937778163787, 'task_completion_time_edge': 0.5320950249040217, 'task_completion_time_cloud': 1.5611855404413293, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}, {'subtask_id': 3, 'subtask_size': 0.15730970170301112, 'network_delay_to_edge_server': 0.01675479266960908, 'network_delay_to_cloud_server': 0.018349937778163787, 'task_completion_time_edge': 0.8929434837272913, 'task_completion_time_cloud': 1.0529681776802677, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}]"
320,18,1,53.520775501002376,518.5772746162318,8.432256079876705,34.853844389226694,mobile,62.20168494897244,70.91170440707756,19.988389333958757,83.4259828880424,45,-146,"[950.7783, 927.4179]",767.2197348810117,1044.1024461186219,485.9045346232873,4.350808880263573,"[{'subtask_id': 0, 'subtask_size': 1.0877022200658932, 'network_delay_to_edge_server': 0.0199128335863348, 'network_delay_to_cloud_server': 0.055249555756430174, 'task_completion_time_edge': 0.2894161754356443, 'task_completion_time_cloud': 0.5852055286461447, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 1, 'subtask_size': 1.0877022200658932, 'network_delay_to_edge_server': 0.0199128335863348, 'network_delay_to_cloud_server': 0.055249555756430174, 'task_completion_time_edge': 0.8879769701094821, 'task_completion_time_cloud': 1.4842721784498236, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 2, 'subtask_size': 1.0877022200658932, 'network_delay_to_edge_server': 0.0199128335863348, 'network_delay_to_cloud_server': 0.055249555756430174, 'task_completion_time_edge': 0.7883550225129454, 'task_completion_time_cloud': 1.039640461612013, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 3, 'subtask_size': 1.0877022200658932, 'network_delay_to_edge_server': 0.0199128335863348, 'network_delay_to_cloud_server': 0.055249555756430174, 'task_completion_time_edge': 0.8447581393517878, 'task_completion_time_cloud': 0.6761925250125006, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}]"
